timestamp,job_id,task_index,machine_id,event_type,cpu_request,memory_request
4589,297,6,93,0,0.4861613599127309,0.03140576857539007
4615,975,8,40,4,0.16083920877892682,0.06918494825915489
4624,629,6,4,4,0.08369517152214852,0.1051517828156798
4625,297,6,93,1,0.3582269802280595,0.4690543421794032
4627,297,6,93,4,0.14013674670036202,0.4538285630829832
4809,1,2,36,0,0.42632722143193164,0.13120056985416684
4823,1,2,36,1,0.1104722109681972,0.13320679536078123
4857,338,3,81,0,0.3866776914317874,0.30869744449959036
4868,338,3,81,1,0.22325779356996123,0.1256123264666525
4892,1,2,36,4,0.4403281270648042,0.38092957476439204
4903,342,8,0,3,0.20146502170631844,0.03792140222012167
4942,263,3,24,0,0.17425763944831535,0.04273007089712053
4979,263,3,24,1,0.3518262056832374,0.04752465637013076
4983,229,0,79,0,0.4565409999496597,0.2919090435841012
5018,229,0,79,1,0.17404981507709288,0.3558998741931547
5023,409,8,44,0,0.22727191252740528,0.2215007941152932
5048,409,8,44,1,0.06887018115721658,0.17958347469116145
5138,888,7,56,0,0.4999000723586727,0.10396121019630411
5181,888,7,56,1,0.24410515189579496,0.4674540788485118
5220,267,3,26,0,0.26895392649166455,0.16691049229361973
5220,708,2,13,0,0.2547642032404012,0.4085746837621956
5224,708,2,13,1,0.02557309200925266,0.10880261194996552
5230,942,2,0,0,0.46074498075846193,0.2971828591313757
5236,942,2,0,1,0.16148965615972313,0.4656663354949512
5243,477,0,55,0,0.16680221465894776,0.39642781456585513
5249,477,0,55,1,0.31679773962307134,0.3812849667561204
5268,338,3,81,4,0.020897573445969087,0.03949507974763299
5278,267,3,26,1,0.2088980281324364,0.46122242505366495
5285,708,2,13,4,0.4257710309301275,0.436400460514459
5290,744,6,14,0,0.18796118137203233,0.34267715529740433
5293,159,0,63,0,0.39990658033522075,0.22089238282787696
5319,661,9,65,0,0.2659585503593652,0.07112139255553736
5333,159,0,63,1,0.44086998451775355,0.449007903183032
5340,661,9,65,1,0.27898965148590166,0.168181746274487
5349,744,6,14,1,0.15948330784168718,0.2127486855566912
5399,159,0,63,4,0.25315523519627603,0.4511357432925689
5405,769,7,24,0,0.12027468352414275,0.23184760127722212
5413,618,7,90,0,0.11476079671878116,0.3951287174807404
5416,409,8,44,4,0.43728433821499396,0.29317815882756826
5445,477,0,55,4,0.21673109988449735,0.06565640487243922
5446,618,7,90,1,0.41051629450808086,0.38929980780786305
5462,769,7,24,1,0.4694278824925922,0.2355787893357864
5462,888,7,56,6,0.2847074223771343,0.03952497836364155
5470,744,6,14,4,0.43809138917816065,0.19983880328687342
5495,263,3,24,4,0.20093747685300117,0.10702035976792451
5543,702,2,77,0,0.22321368638184186,0.24908880738705808
5549,702,2,77,1,0.08093848862550723,0.13845011378050887
5558,942,2,0,4,0.4928271299316975,0.15403206210556
5586,551,4,51,0,0.2878672844243018,0.42351216541132186
5602,551,4,51,1,0.034714302394645645,0.08050165064709186
5620,781,0,10,0,0.3669975488217671,0.44696140329183914
5633,781,0,10,1,0.24286933032641286,0.39034596279348843
5643,769,7,24,4,0.22094505635021122,0.27331539200124483
5647,363,2,66,0,0.01587837274071107,0.48487892347902734
5650,997,5,92,0,0.3067433668135972,0.37511250687127795
5656,661,9,65,4,0.47874773491265427,0.10875865746142857
5670,997,5,92,1,0.07509994114871646,0.2760726364143164
5675,363,2,66,1,0.1620369449184239,0.03817591232320356
5725,702,2,77,4,0.33496840038234765,0.46509296473224054
5728,267,3,26,4,0.20381185407085203,0.4075187963367946
5730,40,1,25,0,0.07859381459366381,0.2137510983290214
5737,551,4,51,4,0.49384892102157535,0.08225632374436091
5746,40,1,25,1,0.34112303351865964,0.3131190416560301
5764,40,1,25,4,0.32007327922413836,0.3867708218398725
5786,363,2,66,4,0.11015118031077564,0.18106978122612774
5793,997,5,92,4,0.21281602461048746,0.012558712607323292
5797,723,8,29,0,0.29109299899745045,0.43636684684009525
5801,618,7,90,4,0.4848485901569678,0.07688578995141503
5817,206,4,50,0,0.04905532232827495,0.0791149513244159
5832,723,8,29,1,0.021997437044943422,0.21635427683793118
5834,206,4,50,1,0.10346739773241945,0.2591670225305459
5880,862,7,27,0,0.3803146653246901,0.3531064393732341
5885,752,7,92,0,0.3341684314870773,0.4508274337574696
5921,862,7,27,1,0.2680347857126173,0.1962368626656297
5927,659,3,83,0,0.26819405681927216,0.4113022550719679
5940,752,7,92,1,0.4140402918869655,0.3759891969088775
5944,659,3,83,1,0.43754903627339364,0.23772606321415538
5976,390,2,53,0,0.1987708049318453,0.4644987062535593
5985,659,3,83,4,0.07900296199830074,0.4004972458211333
5987,521,4,13,0,0.22422232806872522,0.08746554488396503
5988,862,7,27,4,0.26388143280789605,0.40428316663242253
5990,521,4,13,1,0.05787624924031432,0.21555544362622633
5993,390,2,53,1,0.27340824245719625,0.13840214200121442
5997,843,7,20,0,0.10930312632530294,0.20250634253145464
6013,844,8,72,0,0.27379863253890585,0.19553834297593992
6019,843,7,20,1,0.31389259981916745,0.08358938188117106
6040,521,4,13,4,0.4668622509391778,0.3998252899235018
6040,287,1,70,0,0.011849568612840302,0.4904461745306704
6041,455,9,77,0,0.01511794301701106,0.15612675965776313
6046,844,8,72,1,0.2576410364660068,0.1230070920752825
6062,287,1,70,1,0.03147662426777599,0.02451275052670935
6075,752,7,92,4,0.42600055846560575,0.021338485584787042
6075,455,9,77,1,0.29023784046456186,0.47662909405089754
6076,558,9,96,0,0.43630653792086727,0.025114782679622413
6082,357,6,18,0,0.25613580191531976,0.17106172786975835
6085,558,9,96,1,0.3851296154455199,0.286389374767857
6129,357,6,18,1,0.2462992718167069,0.2326054863946234
6160,781,0,10,4,0.32860941535436744,0.2134013441036324
6168,287,1,70,4,0.25167360539027467,0.39604368916253796
6193,357,6,18,4,0.08457919928894503,0.33570058235445976
6195,217,4,93,0,0.24718685323267905,0.322339953423882
6208,217,4,93,1,0.024029535319484343,0.4701880239520084
6211,206,4,50,4,0.034966032038895103,0.2538760631742814
6236,455,9,77,4,0.3184820195506188,0.06967665055157174
6263,844,8,72,4,0.13247415570953996,0.2686108298686281
6286,277,9,97,0,0.3504466601601571,0.1595515586837957
6311,277,9,97,1,0.0649217557941893,0.4019718568695343
6319,431,9,92,0,0.43618313997613317,0.09764625978841442
6327,277,9,97,4,0.2281445505058414,0.3723405594778083
6356,558,9,96,4,0.03885876040683197,0.10214942975084028
6359,431,9,92,1,0.06447088228124807,0.3015979303706919
6415,474,3,56,0,0.35182035718755444,0.3910841460328077
6419,431,9,92,5,0.20777887825483,0.47747313199543756
6421,474,3,56,1,0.2472727830049748,0.25063367465868297
6443,390,2,53,4,0.22265642033307348,0.11717704487039166
6464,43,6,69,0,0.47816961380465306,0.13101097182602733
6481,917,0,7,0,0.27089460104283025,0.41356363297354165
6482,536,2,87,0,0.226064034917797,0.40435662907788433
6486,231,0,79,0,0.37055606155478343,0.16957404949137245
6493,217,4,93,4,0.3497598885315029,0.0625991926722758
6505,231,0,79,1,0.23593838977071405,0.235940560748255
6517,43,6,69,1,0.07811108054754806,0.22563482678258423
6530,917,0,7,1,0.36361596462133283,0.15579948257105478
6538,229,0,79,4,0.240237634581807,0.37153785664790234
6539,536,2,87,1,0.4638963743132156,0.3987584613438252
6553,91,1,32,0,0.44658773357568976,0.2531262037895465
6572,480,1,99,0,0.41899707090874505,0.23953840243610014
6582,536,2,87,3,0.08290540703954707,0.12594688280891297
6588,43,6,69,4,0.06662360457350955,0.41984625226296335
6602,480,1,99,1,0.4950051927494404,0.21833582674051252
6612,91,1,32,1,0.16257396666002735,0.43718090780208474
6681,91,1,32,4,0.34681245979870534,0.18269361134802173
6694,751,2,91,0,0.21128333138845706,0.012872160558347478
6725,665,1,9,0,0.40984241500157936,0.1041165481830695
6731,751,2,91,1,0.19961541764406285,0.34409953262611437
6744,723,8,29,4,0.17579373504844478,0.3468424845118767
6747,345,0,64,0,0.2501229159785468,0.1883077931143249
6754,665,1,9,1,0.32437931621193683,0.46303025855231844
6777,968,1,48,0,0.042596977026341645,0.038787893331927024
6802,345,0,64,1,0.2666602229524165,0.13918571350637393
6810,968,1,48,1,0.49628739033894426,0.29843366688192063
6849,751,2,91,4,0.21825028524032847,0.4955221129444216
6854,345,0,64,4,0.43479798043344137,0.07055326685889045
6872,474,3,56,4,0.058890661510536416,0.33830491175994004
6914,480,1,99,4,0.10385682123400278,0.11889103515620547
6925,665,1,9,4,0.11274544362644819,0.01515514708795092
6942,968,1,48,4,0.45892045968252154,0.10956508341478173
6949,1,5,97,0,0.30796304627552373,0.3219557175949185
6955,748,2,97,0,0.4946863710945764,0.1269419085726456
6964,1,5,97,1,0.22436271179162723,0.4530377603019367
6987,748,2,97,1,0.49514708567880217,0.09700286073537968
7027,231,0,79,4,0.382042015635062,0.18907253800225413
7042,334,5,13,0,0.3654508689057998,0.23052324397881657
7066,334,5,13,1,0.011486869672432199,0.35838732055222455
7066,903,5,25,0,0.23148168175566905,0.09037216227346519
7077,917,0,7,4,0.4344245520025049,0.08176801773624569
7084,817,9,12,0,0.4826847780571748,0.381258079432328
7086,64,2,9,0,0.46654839812937404,0.11136721895692102
7099,13,6,85,0,0.23080363179758137,0.4424051258234889
7101,817,9,12,1,0.03421655307696136,0.2507065133942064
7103,903,5,25,1,0.37077636654502866,0.46789017156605567
7104,13,6,85,1,0.37134254667352795,0.26098874119821047
7116,13,6,85,4,0.051548087862443574,0.3609984601507143
7131,64,2,9,1,0.4225719287485309,0.2465988348416439
7169,843,7,20,6,0.14322879524499854,0.2697415418207022
7180,1,5,97,4,0.3939899762431601,0.20430596333742237
7188,332,6,40,0,0.4925591847757329,0.22285368527444277
7242,332,6,40,1,0.05716155402728369,0.34484295552799954
7253,92,5,13,0,0.4832609997785818,0.4714010775159507
7273,903,5,25,4,0.39359078534266867,0.2833171256588117
7276,332,6,40,4,0.17104107749213968,0.13469644948041054
7299,92,5,13,1,0.18269203845403237,0.28190581857445035
7345,64,2,9,4,0.24375363033788378,0.4191007198985518
7385,352,2,30,0,0.20033606346790844,0.393278366081984
7385,789,6,31,0,0.13011630267309687,0.3699223582011471
7399,72,2,14,0,0.3724146254799675,0.2546290246871396
7408,584,3,63,0,0.45890327606217834,0.29176997397580384
7417,72,2,14,1,0.37614007609340755,0.16273462753147788
7418,975,2,8,0,0.2781417414857616,0.21111100639529412
7423,584,3,63,1,0.2818367610733561,0.3828694786692048
7434,352,2,30,1,0.2773317412607654,0.4324756176359832
7440,789,6,31,1,0.3176108853377973,0.4592884168193053
7461,219,2,63,0,0.472623013517536,0.3328208681219462
7469,975,2,8,1,0.40008151937737174,0.28535590500178093
7503,219,2,63,1,0.27055393849117426,0.26298789222936636
7512,812,4,86,0,0.22752784111908694,0.049772814755872564
7518,812,4,86,1,0.43249582311251333,0.43842694185645836
7556,714,9,54,0,0.4849217966459352,0.16905537619660743
7596,714,9,54,1,0.26704931680688254,0.13965228283707273
7602,219,2,63,4,0.036060817318903246,0.45107582820935116
7603,584,3,63,5,0.053338344450847265,0.31701412673728274
7611,817,9,12,4,0.16215261830054487,0.34148268005315796
7626,812,4,86,4,0.09168730606723055,0.35241436868006115
7644,699,1,99,0,0.20947883335030865,0.3825636765257805
7649,686,9,18,0,0.1949714386534894,0.12086538471330381
7650,686,9,18,1,0.4029371007182172,0.3659326184982458
7656,699,1,99,1,0.10642650563495261,0.3873837148623609
7711,115,7,33,0,0.1852812148217895,0.42375875002311225
7742,748,2,97,3,0.21072792106589838,0.23629448884884596
7754,115,7,33,1,0.02182506155935126,0.3091018117726798
7812,975,2,8,6,0.4783953372865022,0.06106328237456412
7821,441,2,83,0,0.23475333665525566,0.20858181392987707
7821,699,1,99,4,0.12483205356257458,0.4450214949763941
7825,714,9,54,5,0.29507067574921847,0.4479720655230879
7828,889,7,10,0,0.21049491225330422,0.19312568672535935
7864,441,2,83,1,0.16567009497336477,0.14704607006856935
7878,889,7,10,1,0.29322081277408585,0.22342917076689414
7888,92,5,13,4,0.13630005565777373,0.12095050649294849
7897,334,5,13,4,0.3011737413682096,0.49649948600743765
7898,462,2,53,0,0.37123063641105397,0.35592052345399355
7910,462,2,53,1,0.4999789076406974,0.3486906117656869
7933,107,6,54,0,0.15538854117905554,0.4225677624490729
7946,352,2,30,4,0.14050423545112364,0.4441295391355426
7954,434,6,82,0,0.44331484427850404,0.23137880574968894
7956,462,2,53,3,0.40237634014751067,0.40852863553416907
7962,72,2,14,4,0.04545505629325004,0.4417415226947172
7971,107,6,54,1,0.1408598607172865,0.22567066120358906
7997,434,6,82,1,0.3237498777213382,0.11618046010391156
8000,686,9,18,4,0.414684740568424,0.152796735346165
8061,261,0,6,0,0.08518621007138588,0.11692953244007175
8108,261,0,6,1,0.31884919400449596,0.3352604976024543
8249,693,7,96,0,0.0729907781903909,0.4690779692546025
8253,107,6,54,4,0.06418730854233781,0.31758904042551017
8267,317,8,64,0,0.4726693393645573,0.23249418286534532
8273,263,6,53,0,0.02732190230994016,0.04812205552782841
8280,693,7,96,1,0.09663997796170413,0.18045425968336248
8290,441,2,83,5,0.18145055745259078,0.1345425378892705
8290,434,6,82,3,0.07665072206764048,0.2896179477452395
8294,317,8,64,1,0.012653986187810155,0.433915956945384
8296,693,7,96,4,0.43153512248564535,0.17002352152471237
8302,263,6,53,1,0.4347461473296431,0.07415401415248123
8337,301,7,91,0,0.048666895308645104,0.3676158733186627
8369,557,6,8,0,0.4628977083188782,0.01120892497385034
8372,301,7,91,1,0.42749856986236373,0.14204242658117913
8382,106,7,61,0,0.0894924898372835,0.16186565552229154
8413,106,7,61,1,0.3337174656778981,0.1886255653435544
8420,557,6,8,1,0.17446458435713363,0.2375267058418366
